"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"242",242,6008,2022-03-11,36.81,74.533,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",70
"243",243,5872,2022-03-06,36.741,87.1,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",65
"244",244,47505,2022-03-03,36.713,89,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"245",245,6008,2022-03-15,36.684,81.067,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",74
"246",246,6020,2022-03-05,36.679,80.733,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",64
"247",247,1334,2022-03-06,36.592,75.5,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",65
"248",248,47469,2022-03-03,36.469,86.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"249",249,47581,2022-03-06,36.368,92.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",65
"250",250,28147,2022-03-03,36.218,90.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"251",251,47615,2022-03-03,36.213,85.767,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",62
"252",252,38917,2022-03-05,36.192,76.933,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",64
"253",253,47595,2022-03-14,36.155,67,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",73
"254",254,12697,2022-03-15,36.154,75.767,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",74
"255",255,47555,2022-03-05,35.95,74.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"256",256,757,2022-03-03,35.939,92,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",62
"257",257,54095,2022-03-03,35.867,94.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"258",258,28147,2022-03-18,35.75,84.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",77
"259",259,47493,2022-03-11,35.598,67.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"260",260,47477,2022-03-03,35.567,94.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"261",261,12703,2022-03-05,35.557,80.333,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",64
"262",262,12689,2022-03-05,35.261,88.067,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",64
"263",263,55773,2022-03-11,35.19,66.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"264",264,47487,2022-03-05,35.14,73.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",64
"265",265,12823,2022-03-05,35.114,75.567,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",64
"266",266,28147,2022-03-02,34.992,84.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"267",267,52885,2022-03-11,34.941,67.567,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",70
"268",268,31619,2022-03-03,34.933,89.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"269",269,12807,2022-03-06,34.928,95.433,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",65
"270",270,11190,2022-03-16,34.85,75.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",75
"271",271,48459,2022-03-05,34.731,81.4,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",64
"272",272,28145,2022-03-16,34.681,76.1,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",75
"273",273,47481,2022-03-15,34.677,82.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",74
"274",274,12747,2022-03-06,34.63,73.6,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",65
"275",275,6112,2022-03-06,34.623,92.233,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",65
"276",276,52885,2022-03-16,34.453,67.9,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",75
"277",277,47477,2022-03-09,34.334,66.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"278",278,38917,2022-03-08,34.257,75.621,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",67
"279",279,38873,2022-03-05,34.238,74.7,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",64
"280",280,12697,2022-03-11,34.155,70,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",70
"281",281,6006,2022-03-18,34.03,81.633,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",77
"282",282,38917,2022-03-17,34,75.7,"Caswell",37033,"Not urban","Middle income","Moderate unemployment","Piedmont Triad",76
"283",283,12747,2022-03-05,33.937,76.533,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",64
"284",284,3050,2022-03-09,33.927,67.8,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",68
"285",285,12286,2022-03-05,33.786,81.552,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",64
"286",286,55773,2022-03-15,33.786,73.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",74
"287",287,6004,2022-03-06,33.783,86.767,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",65
"288",288,11644,2022-03-08,33.695,85,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"289",289,12867,2022-03-05,33.648,80.067,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",64
"290",290,48745,2022-03-05,33.471,77.067,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",64
"291",291,11644,2022-03-16,33.319,76.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",75
"292",292,48459,2022-03-06,33.256,87.533,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",65
"293",293,20809,2022-03-16,33.091,68.733,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",75
"294",294,6006,2022-03-17,32.994,81.8,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",76
"295",295,55111,2022-03-01,32.991,70.267,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",60
"296",296,31619,2022-03-05,32.902,72.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"297",297,12823,2022-03-18,32.885,91.167,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",77
"298",298,47481,2022-03-03,32.864,91.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"299",299,54093,2022-03-16,32.859,73.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",75
"300",300,1334,2022-03-05,32.789,73.267,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",64
"301",301,47465,2022-03-05,32.774,72.9,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",64
"302",302,12697,2022-03-16,32.691,75.967,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",75
"303",303,47617,2022-03-02,32.563,77.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"304",304,38873,2022-03-16,32.553,73.5,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",75
"305",305,45621,2022-03-16,32.499,75.633,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",75
"306",306,52885,2022-03-01,32.288,74.367,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",60
"307",307,15587,2022-03-05,32.147,80.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"308",308,47457,2022-03-11,32.137,67.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"309",309,6112,2022-03-04,32.126,81.067,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",63
"310",310,11190,2022-03-03,32.017,86.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"311",311,47617,2022-03-03,31.987,85.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"312",312,47457,2022-03-01,31.707,74.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"313",313,57681,2022-03-11,31.537,64.7,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"314",314,6020,2022-03-17,31.525,81.067,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",76
"315",315,3050,2022-03-04,31.513,76.4,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",63
"316",316,47581,2022-03-05,31.363,75.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"317",317,47633,2022-03-09,31.269,66.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"318",318,47617,2022-03-14,31.112,71.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"319",319,15591,2022-03-05,31.064,75,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"320",320,38871,2022-03-15,31.033,78.567,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",74
"321",321,38871,2022-03-01,30.879,73.767,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",60
"322",322,6020,2022-03-10,30.742,72.2,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",69
"323",323,6020,2022-03-04,30.733,86.8,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",63
"324",324,37403,2022-03-11,30.714,64.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"325",325,47499,2022-03-05,30.558,78.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"326",326,38873,2022-03-17,30.511,79.3,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",76
"327",327,4329,2022-03-08,30.156,83.1,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"328",328,31261,2022-03-04,29.984,69.931,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",63
"329",329,20521,2022-03-11,29.935,74.967,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",70
"330",330,55773,2022-03-19,29.643,80.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"331",331,31619,2022-03-09,29.547,64.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"332",332,45621,2022-03-03,29.474,84.9,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",62
"333",333,12689,2022-03-16,29.342,67.833,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",75
"334",334,47481,2022-03-02,29.322,89.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"335",335,6020,2022-03-19,29.16,68.233,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",78
"336",336,5988,2022-03-11,29.157,76.567,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",70
"337",337,47495,2022-03-12,29.121,65.967,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",71
"338",338,47633,2022-03-11,29.046,66.31,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"339",339,6112,2022-03-01,29.039,77.633,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",60
"340",340,47493,2022-03-03,29.011,94.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",62
"341",341,55111,2022-03-12,28.967,67.5,"Hoke",37093,"Urban center","Middle income","Moderate unemployment","Sandhills",71
"342",342,12286,2022-03-09,28.821,79.6,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",68
"343",343,47477,2022-03-19,28.666,83.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"344",344,47595,2022-03-20,28.658,71.5,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",79
"345",345,5988,2022-03-04,28.644,80.533,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",63
"346",346,28145,2022-03-15,28.634,75.933,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",74
"347",347,5872,2022-03-15,28.557,83.967,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",74
"348",348,54093,2022-03-05,28.514,73.1,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",64
"349",349,11184,2022-03-11,28.497,74.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"350",350,12823,2022-03-11,28.457,68.9,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",70
"351",351,47483,2022-03-11,28.419,71.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"352",352,47483,2022-03-12,28.285,63.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",71
"353",353,1326,2022-03-14,28.274,72.4,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",73
"354",354,37403,2022-03-05,28.27,73.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"355",355,38871,2022-03-17,28.204,83.433,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",76
"356",356,47457,2022-03-19,28.198,86.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"357",357,25561,2022-03-05,28.137,77.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",64
"358",358,47617,2022-03-15,28.116,75.167,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",74
"359",359,47493,2022-03-12,28.084,66.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",71
